#YYYYMMDD,hour,TDays,Precip_mm_Value,PressureSeaLevel,Temp,HumidityRelative,Clouds8th,WindDirection,WindSpeed_ms
*
20010120,1,4037.041667,,1032.8,-9.8,80,2,30,3.1
20010120,7,4037.291667,0,1032.8,-7.4,78,7,260,0.5
20010120,13,4037.541667,,1034,-5.1,75,7,0,0
20010120,19,4037.791667,0,1033.9,-4.9,82,8,250,1
20010121,1,4038.041667,,1034.3,-4,87,8,100,1
20010121,7,4038.291667,0,1033.5,-3.7,84,8,20,2.1
20010121,13,4038.541667,,1032.7,-2.7,87,8,50,2.1
20010121,19,4038.791667,0.9,1031.3,-1.9,84,8,70,3.6
20010122,1,4039.041667,,1031,-2.2,86,8,40,2.6
20010122,7,4039.291667,0,1028.5,-2,86,8,40,3.6
20010122,13,4039.541667,,1025.7,-1.4,86,8,30,4.6
20010122,19,4039.791667,1.5,1021,-1.4,85,8,60,3.6
20010123,1,4040.041667,,1017.1,-2.4,84,8,60,4.1
20010123,7,4040.291667,1.4,1012,-2.5,85,8,50,3.1
20010123,13,4040.541667,,1009.2,-2,87,8,40,2.6
20010123,19,4040.791667,2.5,1005.9,-1.4,90,8,40,2.6
20010124,1,4041.041667,,1002.7,-0.7,88,8,40,3.1
20010124,7,4041.291667,3,996.8,-0.1,89,8,40,4.6
20010124,13,4041.541667,,989,0.8,93,8,60,4.6
20010124,19,4041.791667,16,986.7,1.8,92,8,40,3.6
20010125,1,4042.041667,,991.8,3.4,94,8,190,4.1
20010125,7,4042.291667,3.4,995.7,3.7,91,8,180,4.1
20010125,13,4042.541667,,998.9,3.8,94,8,160,2.6
20010125,19,4042.791667,0.1,999,2.5,93,8,160,3.6
20010126,1,4043.041667,,998.3,2.6,93,8,160,2.6
20010126,7,4043.291667,4.3,997.5,2.3,94,8,170,3.1
20010126,13,4043.541667,,998.4,3.1,92,8,160,3.1
20010126,19,4043.791667,0.7,998.4,2.7,92,8,150,2.6
20010127,1,4044.041667,,998.4,2.1,93,8,140,2.1
20010127,7,4044.291667,1.3,997.1,2,91,8,70,2.1
20010127,13,4044.541667,,997.6,2,91,8,70,2.1
20010127,19,4044.791667,3.2,998.5,1.2,93,8,120,1
20010128,1,4045.041667,,1000,1.3,94,8,80,1
20010128,7,4045.291667,0,1000.7,1.2,96,9,220,1.5
20010128,13,4045.541667,,1002.8,1.2,96,8,220,2.6
20010128,19,4045.791667,0,1004.4,1,92,8,220,1.5
20010129,1,4046.041667,,1007.3,-0.4,88,8,10,1
20010129,7,4046.291667,0,1009.4,-1.2,88,7,50,2.1
20010129,13,4046.541667,,1013,-0.4,83,4,60,0.5
20010129,19,4046.791667,0,1015.1,-2.7,88,1,30,2.6
20010130,1,4047.041667,,1017.4,-5.6,90,1,50,1
20010130,7,4047.291667,0,1018.8,-6.1,96,9,20,1.5
20010130,13,4047.541667,,1020.5,-4,91,6,240,1
20010130,19,4047.791667,0,1021.7,-3.9,91,8,360,1
20010131,1,4048.041667,,1023.1,-6.2,95,8,30,1.5
20010131,7,4048.291667,0,1023.4,-7.1,89,6,30,1
20010131,13,4048.541667,,1025,-3.7,80,7,230,0.5
20010131,19,4048.791667,0,1025.7,-3.7,84,1,230,1.5
20010201,1,4049.041667,,1028.1,-3.9,66,0,360,5.1
20010201,7,4049.291667,0,1032.3,-7,59,7,20,8.2
20010201,13,4049.541667,,1034.7,-8,56,1,20,6.7
20010201,19,4049.791667,0,1034.3,-10.3,62,1,30,3.6
20010202,1,4050.041667,,1034,-11.2,65,1,20,6.7
20010202,7,4050.291667,0,1032.5,-11.2,67,3,20,9.3
20010202,13,4050.541667,,1031.7,-10.6,64,7,20,12.3
20010202,19,4050.791667,0.1,1031.5,-11.2,63,8,20,6.7
20010203,1,4051.041667,,1030.2,-13.7,64,3,20,7.2
20010203,7,4051.291667,0,1027.6,-15.7,64,0,10,6.7
20010203,13,4051.541667,,1025.1,-13.4,56,1,20,5.1
20010203,19,4051.791667,0,1023.5,-15.6,61,1,20,8.2
20010204,1,4052.041667,,1024.7,-17,63,1,20,6.7
20010204,7,4052.291667,0,1024.5,-17.1,62,1,20,4.6
20010204,13,4052.541667,,1023.7,-14.5,46,1,50,3.6
20010204,19,4052.791667,0,1021.3,-17.3,65,2,50,1.5
20010205,1,4053.041667,,1018.3,-19.8,71,1,30,3.1
20010205,7,4053.291667,0,1014,-20.2,74,1,50,1
20010205,13,4053.541667,,1010.5,-16.3,62,1,30,3.6
20010205,19,4053.791667,0,1009.3,-17.3,69,1,20,3.6
20010206,1,4054.041667,,1007.2,-15.3,72,7,20,4.6
20010206,7,4054.291667,0,1005.8,-14.9,69,8,10,4.6
20010206,13,4054.541667,,1001.9,-11.1,68,8,20,5.7
20010206,19,4054.791667,2.9,994.9,-9.6,80,9,20,6.2
20010207,1,4055.041667,,994,-8.8,80,9,20,2.1
20010207,7,4055.291667,2.6,993.3,-7.9,82,8,30,2.1
20010207,13,4055.541667,,989.7,-5.7,91,8,120,0.5
20010207,19,4055.791667,4,986.8,-0.4,97,9,230,3.6
20010208,1,4056.041667,,992.9,-0.5,94,7,200,2.1
20010208,7,4056.291667,0,994.1,-1.2,92,8,0,0
20010208,13,4056.541667,,993.4,0.6,82,6,20,1.5
20010208,19,4056.791667,0,996.1,-2.9,75,2,20,4.6
20010209,1,4057.041667,,1003.4,-3.9,68,1,10,6.7
20010209,7,4057.291667,0,1009.7,-8.4,77,0,20,0.5
20010209,13,4057.541667,,1015,-3.2,64,0,200,1.5
20010209,19,4057.791667,0,1020.4,-7.4,79,0,20,2.1
20010210,1,4058.041667,,1025.4,-10.4,86,0,0,0
20010210,7,4058.291667,0,1029.5,-12.3,87,0,0,0
20010210,13,4058.541667,,1032.3,-5.2,75,2,200,1.5
20010210,19,4058.791667,0,1032.8,-6.2,87,8,30,2.1
20010211,1,4059.041667,,1029.4,-2,84,8,170,2.6
20010211,7,4059.291667,3.5,1021.8,-1.2,92,8,160,3.6
20010211,13,4059.541667,,1012.5,-0.5,94,9,150,1.5
20010211,19,4059.791667,10.3,1008.3,0.6,95,9,240,1.5
20010212,1,4060.041667,,1006.9,1.7,96,8,160,1.5
20010212,7,4060.291667,0,1002.9,2.4,95,8,200,2.6
20010212,13,4060.541667,,1003.9,5.5,80,3,200,1.5
20010212,19,4060.791667,0,1009.1,1.7,85,2,340,0.5
20010213,1,4061.041667,,1017.7,0.1,82,1,320,1.5
20010213,7,4061.291667,0,1024.6,-1.5,83,7,0,0
20010213,13,4061.541667,,1026.7,2.4,67,8,180,1.5
20010213,19,4061.791667,0,1025.1,2.3,75,7,240,0.5
20010214,1,4062.041667,,1024.2,1.5,80,8,0,0
20010214,7,4062.291667,0,1023.4,0,87,8,30,0.5
20010214,13,4062.541667,,1022.7,7.6,50,7,210,1
20010214,19,4062.791667,0,1022.6,5.4,59,7,280,1
20010215,1,4063.041667,,1021.2,-0.7,84,9,50,1.5
20010215,7,4063.291667,0,1019.8,-3,90,5,360,1.5
20010215,13,4063.541667,,1018.7,2.7,60,5,50,1
20010215,19,4063.791667,0,1021.7,2.2,68,7,130,1.5
20010216,1,4064.041667,,1028.1,1.4,63,3,40,2.1
20010216,7,4064.291667,0,1032.2,-0.2,58,3,10,4.6
20010216,13,4064.541667,,1034.3,4.3,48,0,210,1.5
20010216,19,4064.791667,0,1034.6,-2,69,1,180,1
20010217,1,4065.041667,,1033.2,-5.8,83,5,40,0.5
20010217,7,4065.291667,0,1030.1,-4.4,83,7,40,1.5
20010217,13,4065.541667,,1027.4,0.8,64,7,240,1.5
20010217,19,4065.791667,0,1023.5,1.6,65,1,280,3.6
20010218,1,4066.041667,,1022.8,-0.4,76,0,320,0.5
20010218,7,4066.291667,0,1027.7,-0.7,76,1,300,3.1
20010218,13,4066.541667,,1030.4,6.7,49,4,30,0.5
20010218,19,4066.791667,0,1029.4,1.8,69,7,30,1.5
20010219,1,4067.041667,,1027.5,-1.1,83,3,290,0.5
20010219,7,4067.291667,0,1023.7,-3.5,89,3,0,0
20010219,13,4067.541667,,1019.9,0.9,74,7,260,0.5
20010219,19,4067.791667,0,1019.8,2.3,57,4,330,3.6
20010220,1,4068.041667,,1021.6,-2.6,69,3,260,0.5
20010220,7,4068.291667,0,1020,-2.7,76,7,20,1.5
20010220,13,4068.541667,,1013.4,1,63,7,40,0.5
20010220,19,4068.791667,0,1002.2,2.8,77,3,240,3.1
20010221,1,4069.041667,,1001.6,4.5,47,0,300,3.1
20010221,7,4069.291667,0,1001,1.8,46,1,310,4.1
20010221,13,4069.541667,,999,5,42,1,300,7.2
20010221,19,4069.791667,0,997.8,0.8,42,1,310,4.6
20010222,1,4070.041667,,998.7,-3,56,2,310,1.5
20010222,7,4070.291667,0,999.2,-5.5,63,1,40,1
20010222,13,4070.541667,,998.9,1.9,42,3,70,3.6
20010222,19,4070.791667,0,1000.5,-0.5,55,7,30,1.5
20010223,1,4071.041667,,1005.8,-7.1,64,7,40,3.6
20010223,7,4071.291667,0,1007.9,-9,62,7,40,2.6
20010223,13,4071.541667,,1009,-7.5,59,5,80,1.5
20010223,19,4071.791667,0,1008.8,-8.3,61,7,10,1.5
20010224,1,4072.041667,,1008.4,-9.7,74,7,20,1.5
20010224,7,4072.291667,0,1004.9,-11.5,76,7,40,2.1
20010224,13,4072.541667,,1002.2,-5,72,8,220,1.5
20010224,19,4072.791667,0.1,1001.8,-6.3,76,5,30,5.1
20010225,1,4073.041667,,1004.2,-8.7,72,5,20,4.1
20010225,7,4073.291667,0,1005.8,-10.5,74,7,10,3.6
20010225,13,4073.541667,,1006.7,-8.2,74,8,20,3.6
20010225,19,4073.791667,0.8,1007.1,-8.5,80,7,20,3.1
20010226,1,4074.041667,,1007.2,-10,79,8,10,3.6
20010226,7,4074.291667,0.5,1006.1,-11.4,81,8,40,3.1
20010226,13,4074.541667,,1006.7,-8.1,67,5,40,2.6
20010226,19,4074.791667,0.2,1007.1,-9.3,80,8,20,2.1
20010227,1,4075.041667,,1007.5,-9.9,79,8,40,1.5
20010227,7,4075.291667,1,1007.6,-11,79,8,40,2.6
20010227,13,4075.541667,,1008.2,-7.8,64,6,60,2.1
20010227,19,4075.791667,0.2,1007.7,-11.6,76,1,10,2.6
20010228,1,4076.041667,,1008.7,-12.9,78,2,30,3.6
20010228,7,4076.291667,0,1008.3,-11.8,74,7,40,4.1
20010228,13,4076.541667,,1008.9,-9.7,73,8,20,5.1
20010228,19,4076.791667,0.7,1008.8,-10,76,7,20,4.1
20010301,1,4077.041667,,1009.4,-10.9,76,7,40,4.6
20010301,7,4077.291667,0.2,1009.1,-11.3,77,7,30,4.6
20010301,13,4077.541667,,1008.4,-8.2,66,6,20,5.1
20010301,19,4077.791667,0,1007,-9.1,70,7,10,5.1
20010302,1,4078.041667,,1006.4,-10.9,71,5,10,5.7
20010302,7,4078.291667,0,1005.3,-10.7,71,8,10,5.7
20010302,13,4078.541667,,1003.7,-5.8,56,1,40,2.6
20010302,19,4078.791667,0.1,1001.9,-9.9,73,2,30,2.6
20010303,1,4079.041667,,1000.6,-12.1,80,7,40,1.5
20010303,7,4079.291667,0,998.9,-10.8,83,8,30,1.5
20010303,13,4079.541667,,999.2,-4.6,59,3,130,1.5
20010303,19,4079.791667,0,999.5,-7.9,74,2,0,0
20010304,1,4080.041667,,1000.2,-11.4,89,6,50,2.1
20010304,7,4080.291667,0,1000.1,-7.8,92,9,290,1
20010304,13,4080.541667,,999.8,0.3,61,6,230,2.6
20010304,19,4080.791667,0,1002,0,78,6,200,5.1
20010305,1,4081.041667,,1005.1,-3.1,80,6,240,2.1
20010305,7,4081.291667,0,1009.8,-8.5,87,4,360,0.5
20010305,13,4081.541667,,1012.8,0.6,52,7,210,3.1
20010305,19,4081.791667,0,1012.3,1.6,74,8,200,6.2
20010306,1,4082.041667,,1011.8,2,84,7,180,4.6
20010306,7,4082.291667,0,1012.1,1.3,91,7,210,1.5
20010306,13,4082.541667,,1013.9,6.2,64,4,220,2.6
20010306,19,4082.791667,0,1015.6,6.5,49,3,270,2.1
20010307,1,4083.041667,,1019.1,0.5,70,4,60,1
20010307,7,4083.291667,0,1019.6,-2.6,74,4,20,1.5
20010307,13,4083.541667,,1019.2,1,78,7,230,1
20010307,19,4083.791667,0,1015.9,0,81,8,0,0
20010308,1,4084.041667,,1013,0,83,8,20,3.6
20010308,7,4084.291667,0,1011.4,-0.1,82,8,20,1
20010308,13,4084.541667,,1011.2,2.4,66,8,70,2.1
20010308,19,4084.791667,0,1010.2,2.1,74,8,30,2.6
20010309,1,4085.041667,,1008.8,1.4,80,8,40,2.6
20010309,7,4085.291667,0,1004.6,0.8,84,8,30,3.6
20010309,13,4085.541667,,1001.1,0.6,88,8,50,3.1
20010309,19,4085.791667,2.9,998.2,1.3,92,8,50,2.1
20010310,1,4086.041667,,996.2,1.5,93,8,30,2.1
20010310,7,4086.291667,4.5,995.4,2.2,96,9,200,0.5
20010310,13,4086.541667,,996,3.2,95,9,220,1.5
20010310,19,4086.791667,0.5,996.7,3.2,97,9,180,2.6
20010311,1,4087.041667,,998,2,97,9,180,1.5
20010311,7,4087.291667,0.4,998.4,1.3,95,8,20,1.5
20010311,13,4087.541667,,998.6,3.1,95,9,220,1.5
20010311,19,4087.791667,1,997.2,3.3,97,8,160,2.1
20010312,1,4088.041667,,996.8,2.5,97,9,210,1
20010312,7,4088.291667,3,995.9,1.5,96,9,10,2.1
20010312,13,4088.541667,,992.4,3.8,83,8,40,3.6
20010312,19,4088.791667,0.5,990.2,3.8,88,8,360,2.1
20010313,1,4089.041667,,990.2,0.3,93,8,240,0.5
20010313,7,4089.291667,16.5,990.5,0.2,95,8,0,0
20010313,13,4089.541667,,992.7,5.3,73,7,180,2.6
20010313,19,4089.791667,0,993.8,2.2,88,8,190,2.1
20010314,1,4090.041667,,993.8,1.7,93,8,360,1.5
20010314,7,4090.291667,0.1,994,1.8,91,8,360,1
20010314,13,4090.541667,,995.6,3.1,80,8,200,2.1
20010314,19,4090.791667,0,997.2,2.4,87,8,230,1.5
20010315,1,4091.041667,,998.4,1.2,90,8,0,0
20010315,7,4091.291667,0.6,1000,0.6,94,8,230,1
20010315,13,4091.541667,,1002.5,1.8,84,8,10,1
20010315,19,4091.791667,1.7,1004.3,1.1,84,8,350,1.5
20010316,1,4092.041667,,1005.9,0.1,88,8,40,0.5
20010316,7,4092.291667,0.2,1007.3,-0.8,78,7,10,4.6
20010316,13,4092.541667,,1008.3,0.5,82,8,20,7.7
20010316,19,4092.791667,4.3,1011.6,-0.1,84,8,40,8.2
20010317,1,4093.041667,,1016,-2.4,83,8,30,6.2
20010317,7,4093.291667,0.9,1018.2,-4.9,72,4,30,5.1
20010317,13,4093.541667,,1017.8,-1.4,57,3,40,4.6
20010317,19,4093.791667,0,1016.6,-3.7,69,1,360,2.1
20010318,1,4094.041667,,1017.9,-7.6,76,2,10,2.6
20010318,7,4094.291667,0,1017.2,-9.2,74,1,30,2.1
20010318,13,4094.541667,,1015.4,-2.6,49,3,140,2.1
20010318,19,4094.791667,0,1014.1,-5,63,1,20,2.6
20010319,1,4095.041667,,1014.6,-9.9,80,1,10,2.6
20010319,7,4095.291667,0,1015.2,-12.1,82,1,0,0
20010319,13,4095.541667,,1014.4,-2.6,46,2,50,5.1
20010319,19,4095.791667,0,1014.8,-3.5,52,9,10,2.1
20010320,1,4096.041667,,1015.7,-9.1,69,1,10,1.5
20010320,7,4096.291667,0,1016.1,-11.4,75,1,50,1.5
20010320,13,4096.541667,,1014.5,-0.1,46,0,230,1.5
20010320,19,4096.791667,0,1012.6,-0.1,52,0,180,2.6
20010321,1,4097.041667,,1012,-7.1,82,0,30,1
20010321,7,4097.291667,0,1011.4,-8,79,3,20,1.5
20010321,13,4097.541667,,1009.5,3.4,42,3,210,2.6
20010321,19,4097.791667,0,1007.6,0.5,48,1,10,1.5
20010322,1,4098.041667,,1008.1,-3.9,55,0,20,3.6
20010322,7,4098.291667,0,1008.9,-5.9,64,2,250,0.5
20010322,13,4098.541667,,1009.3,1,42,5,90,1.5
20010322,19,4098.791667,0,1010.2,-0.8,46,1,20,1.5
20010323,1,4099.041667,,1012.7,-7.8,59,0,10,1.5
20010323,7,4099.291667,0,1013.7,-10.4,66,0,20,1
20010323,13,4099.541667,,1013.3,1.3,42,1,200,3.1
20010323,19,4099.791667,0,1012.8,0.1,41,1,240,1.5
20010324,1,4100.041667,,1014.2,-6.9,61,0,30,2.1
20010324,7,4100.291667,0,1015.3,-9.8,69,1,10,0.5
20010324,13,4100.541667,,1015,2.8,42,1,200,1.5
20010324,19,4100.791667,0,1014.1,0.3,42,0,20,2.6
20010325,1,4101.041667,,1015.5,-6.1,60,0,40,1.5
20010325,7,4101.291667,0,1015.4,-8.2,65,0,0,0
20010325,13,4101.541667,,1014.4,2.8,42,1,200,2.1
20010325,19,4101.791667,0,1013.6,1.3,42,0,320,0.5
20010326,1,4102.041667,,1015.8,-5.1,57,0,40,0.5
20010326,7,4102.291667,0,1018.2,-3.8,53,1,20,5.7
20010326,13,4102.541667,,1020,1.6,42,1,140,2.6
20010326,19,4102.791667,0,1020.1,0.6,42,0,260,0.5
20010327,1,4103.041667,,1021.9,-5.7,71,0,30,1.5
20010327,7,4103.291667,0,1022.5,-7.8,77,1,30,1.5
20010327,13,4103.541667,,1022,2.6,42,3,210,3.6
20010327,19,4103.791667,0,1020.8,1,62,6,180,1.5
20010328,1,4104.041667,,1020.5,-4.3,83,0,20,1.5
20010328,7,4104.291667,0,1019,-4.5,83,3,20,1.5
20010328,13,4104.541667,,1017.8,1.2,52,7,190,5.7
20010328,19,4104.791667,0,1015.3,0,59,1,190,1.5
20010329,1,4105.041667,,1014.1,-3.5,68,1,30,4.6
20010329,7,4105.291667,0,1011.9,-3.7,65,5,30,4.1
20010329,13,4105.541667,,1009.3,2.5,50,7,40,4.1
20010329,19,4105.791667,0,1006.3,4.3,42,8,50,2.6
20010330,1,4106.041667,,1006.1,0.2,87,8,40,3.1
20010330,7,4106.291667,3.2,1005.1,0.1,87,8,10,4.1
20010330,13,4106.541667,,1007.5,1.8,91,8,130,1
20010330,19,4106.791667,0.5,1010.3,1.5,95,9,200,3.6
20010331,1,4107.041667,,1012.3,1.6,92,8,180,1.5
20010331,7,4107.291667,0,1013.6,1.3,93,8,170,2.6
20010331,13,4107.541667,,1013.4,3.3,93,8,180,4.1
20010331,19,4107.791667,0.6,1009.7,3.3,92,8,200,4.6
20010401,1,4108.041667,,1009.4,2.5,94,8,210,1.5
20010401,7,4108.291667,3.5,1011.6,0.9,94,7,210,2.1
20010401,13,4108.541667,,1013,4.9,80,6,180,3.1
20010401,19,4108.791667,0,1013.1,5.6,78,2,200,2.1
20010402,1,4109.041667,,1014.8,1.5,92,0,230,1
20010402,7,4109.291667,0,1015.8,0.6,85,7,20,2.1
20010402,13,4109.541667,,1016.2,6.8,62,8,200,3.6
20010402,19,4109.791667,0,1015.1,3.4,88,8,190,3.1
20010403,1,4110.041667,,1013.3,2.3,97,8,170,2.6
20010403,7,4110.291667,0.1,1007.8,2,93,8,40,3.1
20010403,13,4110.541667,,999.3,5.1,92,8,50,3.6
20010403,19,4110.791667,3.6,1002.2,5.5,88,1,190,2.1
20010404,1,4111.041667,,1005,2.1,84,0,190,2.6
20010404,7,4111.291667,0,1006.6,1.5,92,7,230,1.5
20010404,13,4111.541667,,1005,3.7,88,8,50,1.5
20010404,19,4111.791667,2.5,999.6,5.4,89,8,140,3.1
20010405,1,4112.041667,,994.3,5.8,79,8,60,5.1
20010405,7,4112.291667,14.9,989.4,4.6,91,8,170,4.6
20010405,13,4112.541667,,988.7,4.1,91,8,180,3.6
20010405,19,4112.791667,1.9,992.3,6.8,63,5,200,4.6
20010406,1,4113.041667,,997.3,2.6,74,1,180,2.6
20010406,7,4113.291667,0,1000,1,82,2,160,1.5
20010406,13,4113.541667,,1001,4.9,77,7,200,2.6
20010406,19,4113.791667,0.5,999.9,3.6,87,8,30,4.1
20010407,1,4114.041667,,998.4,3.1,87,8,20,6.2
20010407,7,4114.291667,1.5,998.5,3.2,88,8,20,6.2
20010407,13,4114.541667,,1000.5,3.8,87,8,20,4.6
20010407,19,4114.791667,1.5,1002.5,4.3,87,8,10,3.6
20010408,1,4115.041667,,1004.7,4.1,86,7,40,1.5
20010408,7,4115.291667,0.1,1005.4,4.5,80,7,30,4.1
20010408,13,4115.541667,,1005.5,5.1,79,8,20,5.1
20010408,19,4115.791667,2.4,1004.6,3.1,87,8,30,2.1
20010409,1,4116.041667,,1004.4,2.1,92,7,280,1
20010409,7,4116.291667,1.6,1006.3,0.5,94,1,220,0.5
20010409,13,4116.541667,,1007.9,10.3,43,3,250,4.1
20010409,19,4116.791667,0,1010.1,8,42,5,270,2.6
20010410,1,4117.041667,,1012.3,3.6,61,7,140,1.5
20010410,7,4117.291667,0,1015,1.2,74,7,70,0.5
20010410,13,4117.541667,,1017.2,9.2,44,5,30,3.6
20010410,19,4117.791667,0,1018.5,7.8,42,5,10,2.1
20010411,1,4118.041667,,1020.6,2.3,51,2,0,0
20010411,7,4118.291667,0,1020.8,0.2,61,3,0,0
20010411,13,4118.541667,,1018.2,8.7,43,7,270,2.1
20010411,19,4118.791667,0,1017,5,56,4,350,3.6
20010412,1,4119.041667,,1017.1,0.4,55,0,360,5.1
20010412,7,4119.291667,0,1017.3,-1.1,59,6,350,10.3
20010412,13,4119.541667,,1019.6,3.8,42,3,350,11.3
20010412,19,4119.791667,0,1023.1,1.8,42,1,20,7.2
20010413,1,4120.041667,,1027.3,-1.7,55,0,360,5.1
20010413,7,4120.291667,0,1029.5,-1.7,53,0,360,6.7
20010413,13,4120.541667,,1029.7,2.7,42,6,360,6.2
20010413,19,4120.791667,0,1029.4,2.6,42,1,10,2.6
20010414,1,4121.041667,,1029.4,-1.9,46,1,30,2.6
20010414,7,4121.291667,0,1026,-3.5,58,7,60,1
20010414,13,4121.541667,,1019.5,3.1,43,7,210,3.6
20010414,19,4121.791667,0,1013.7,1,70,8,180,5.1
20010415,1,4122.041667,,1008.5,-0.8,92,8,170,3.1
20010415,7,4122.291667,4.4,1004.2,-0.8,92,8,170,2.6
20010415,13,4122.541667,,1002.3,1,82,8,210,3.1
20010415,19,4122.791667,0.5,1001.7,2,83,8,180,2.6
20010416,1,4123.041667,,1003.7,1.2,88,8,170,1.5
20010416,7,4123.291667,0,1006,1.3,89,8,230,1.5
20010416,13,4123.541667,,1007.8,8.5,60,7,200,2.1
20010416,19,4123.791667,0.1,1008.4,6,67,7,200,2.6
20010417,1,4124.041667,,1007.9,2.9,88,8,240,1
20010417,7,4124.291667,0,1005.1,1.8,79,7,30,1.5
20010417,13,4124.541667,,1001.9,7,44,8,80,1
20010417,19,4124.791667,0,999.1,6.6,42,8,30,1.5
20010418,1,4125.041667,,998.9,2,80,6,50,3.1
20010418,7,4125.291667,0,997.9,1.2,55,7,20,5.1
20010418,13,4125.541667,,997.9,2.9,73,8,20,7.7
20010418,19,4125.791667,4.7,998.9,0.9,89,9,20,10.3
20010419,1,4126.041667,,1001.3,0.4,89,9,20,9.3
20010419,7,4126.291667,10.5,1004.9,0,85,8,20,10.3
20010419,13,4126.541667,,1008.1,4.6,61,6,30,7.2
20010419,19,4126.791667,0,1010.1,4.8,57,4,40,5.1
20010420,1,4127.041667,,1012.9,2.4,56,7,10,4.1
20010420,7,4127.291667,0,1015.3,1.3,45,1,360,6.2
20010420,13,4127.541667,,1015.6,7.9,43,1,70,2.6
20010420,19,4127.791667,0,1014.9,8.3,42,1,230,2.1
20010421,1,4128.041667,,1015.5,0.5,70,1,10,1.5
20010421,7,4128.291667,0,1014.4,0.7,72,6,0,0
20010421,13,4128.541667,,1012.6,9.4,43,5,200,3.6
20010421,19,4128.791667,0,1011.3,8.1,42,6,190,3.6
20010422,1,4129.041667,,1011.2,2.7,69,6,40,2.1
20010422,7,4129.291667,0,1011,3.3,71,7,40,0.5
20010422,13,4129.541667,,1009.4,11.1,43,6,190,2.1
20010422,19,4129.791667,0,1008.6,10,43,6,340,2.6
20010423,1,4130.041667,,1009.7,3.7,55,5,40,2.6
20010423,7,4130.291667,0,1008.9,6.3,46,2,20,3.1
20010423,13,4130.541667,,1006.8,12.5,43,7,10,5.1
20010423,19,4130.791667,0,1005.5,8.7,66,8,10,6.2
20010424,1,4131.041667,,1003,5.4,84,8,20,9.3
20010424,7,4131.291667,6,1003,5.3,90,8,20,5.1
20010424,13,4131.541667,,1004.9,6.7,89,8,80,2.1
20010424,19,4131.791667,3.6,1007.2,6.5,93,8,200,2.1
20010425,1,4132.041667,,1010.1,4.7,89,8,170,3.1
20010425,7,4132.291667,0,1011.8,3.9,85,8,110,0.5
20010425,13,4132.541667,,1013.2,6.6,82,8,50,1
20010425,19,4132.791667,0.3,1012.7,8,78,8,20,3.1
20010426,1,4133.041667,,1011.7,6.2,89,8,20,5.1
20010426,7,4133.291667,9,1008.3,5.7,89,8,30,4.1
20010426,13,4133.541667,,1007.1,7.4,89,8,90,2.1
20010426,19,4133.791667,5.9,1008.3,6.5,91,8,190,3.6
20010427,1,4134.041667,,1009.6,5.8,94,8,180,3.1
20010427,7,4134.291667,2,1010.3,5.1,90,8,170,2.6
20010427,13,4134.541667,,1010.7,6.4,88,8,230,2.6
20010427,19,4134.791667,0,1010.5,6.1,90,8,190,3.1
20010428,1,4135.041667,,1009.5,5.6,92,8,190,2.1
20010428,7,4135.291667,0,1008.4,4.9,81,8,200,2.1
20010428,13,4135.541667,,1007,7.2,68,8,200,1.5
20010428,19,4135.791667,0,1004.9,8.5,65,8,50,2.6
20010429,1,4136.041667,,1003.5,6.5,78,7,40,3.6
20010429,7,4136.291667,2.5,1003.5,5.6,90,8,90,1.5
20010429,13,4136.541667,,1006.7,9.5,62,5,80,3.6
20010429,19,4136.791667,0,1009.1,7.5,68,6,190,2.1
20010430,1,4137.041667,,1013.3,4.9,86,8,150,0.5
20010430,7,4137.291667,0,1016.7,3.9,92,8,230,1
20010430,13,4137.541667,,1017.9,10.1,62,6,40,1
20010430,19,4137.791667,0.1,1015.9,9.5,68,8,70,2.1
20010501,1,4138.041667,,1013.7,5.2,88,8,20,4.6
20010501,7,4138.291667,10.2,1011.5,5.6,89,8,290,0.5
20010501,13,4138.541667,,1011.3,12.4,41,4,250,5.7
20010501,19,4138.791667,0,1015.4,11.9,40,7,300,5.1
20010502,1,4139.041667,,1019.5,4.4,66,2,280,1.5
20010502,7,4139.291667,0,1019.7,7.3,62,7,190,2.1
20010502,13,4139.541667,,1017.7,14.2,42,4,200,5.1
20010502,19,4139.791667,0,1013.6,13.5,57,0,190,3.1
20010503,1,4140.041667,,1010.1,6.2,85,4,190,2.6
20010503,7,4140.291667,0,1008.1,6.8,78,7,170,3.1
20010503,13,4140.541667,,1007,13,44,6,170,3.1
20010503,19,4140.791667,0,1005.7,9.7,61,7,170,3.1
20010504,1,4141.041667,,1005.2,7,44,7,10,3.6
20010504,7,4141.291667,0,1004.7,6.4,51,7,20,8.7
20010504,13,4141.541667,,1007.6,8.6,46,7,30,4.1
20010504,19,4141.791667,0,1009.4,9.4,47,3,10,2.1
20010505,1,4142.041667,,1014,4.4,74,7,40,2.6
20010505,7,4142.291667,0,1017,6.3,44,3,30,5.1
20010505,13,4142.541667,,1019.3,10.3,29,4,30,5.7
20010505,19,4142.791667,0,1022.3,9,33,2,10,5.1
20010506,1,4143.041667,,1026.3,4.7,50,1,10,6.2
20010506,7,4143.291667,0,1029.1,6.9,42,0,20,4.1
20010506,13,4143.541667,,1028.6,12.7,30,2,30,7.2
20010506,19,4143.791667,0,1028.4,13.4,34,1,360,4.6
20010507,1,4144.041667,,1031.7,8.1,52,2,20,6.7
20010507,7,4144.291667,0,1032.9,9.4,51,1,20,6.2
